"Basket_Size","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Label"
"17","F","26-35","14","C","1","0","(1.18e+03,1.28e+03]","1"
"228","M","26-35","20","B","1","0","(1.39e+03,1.05e+05]","3"
"130","F","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"52","F","36-45","20","B","1","0","(1.39e+03,1.05e+05]","2"
"24","M","26-35","2","B","3","1","(1.39e+03,1.05e+05]","2"
"103","M","26-35","17","C","1","1","(1.39e+03,1.05e+05]","2"
"22","M","36-45","1","C","1","0","(1.39e+03,1.05e+05]","1"
"377","F","51-55","20","A","2","1","(1.39e+03,1.05e+05]","3"
"12","M","18-25","4","C","1","0","(1.18e+03,1.28e+03]","1"
"153","M","18-25","12","A","3","0","(1.39e+03,1.05e+05]","2"
"45","F","26-35","12","C","1","1","(1.39e+03,1.05e+05]","2"
"62","M","18-25","20","A","4+","0","(1.39e+03,1.05e+05]","2"
"82","M","18-25","20","B","3","0","(1.39e+03,1.05e+05]","2"
"10","F","51-55","3","C","1","1","(966,1.07e+03]","1"
"106","F","18-25","1","A","2","0","(1.39e+03,1.05e+05]","2"
"49","M","18-25","4","B","3","0","(1.39e+03,1.05e+05]","2"
"334","M","26-35","3","B","3","1","(1.39e+03,1.05e+05]","3"
"217","M","26-35","14","B","2","1","(1.39e+03,1.05e+05]","3"
"112","M","36-45","3","A","1","1","(1.39e+03,1.05e+05]","2"
"101","M","36-45","7","B","2","1","(1.39e+03,1.05e+05]","2"
"28","F","18-25","4","A","1","0","(1.39e+03,1.05e+05]","1"
"47","M","26-35","4","C","3","0","(1.39e+03,1.05e+05]","2"
"9","M","26-35","1","B","4+","0","(966,1.07e+03]","1"
"67","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","2"
"291","M","26-35","11","B","4+","0","(1.39e+03,1.05e+05]","3"
"183","M","18-25","14","B","0","0","(1.39e+03,1.05e+05]","3"
"63","M","26-35","5","B","0","1","(1.39e+03,1.05e+05]","2"
"64","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","2"
"250","M","36-45","14","A","3","1","(1.39e+03,1.05e+05]","3"
"164","M","18-25","12","C","2","1","(1.39e+03,1.05e+05]","3"
"143","M","26-35","17","B","2","0","(1.39e+03,1.05e+05]","3"
"13","M","26-35","12","C","0","0","(1.39e+03,1.05e+05]","1"
"83","M","26-35","16","B","2","0","(1.39e+03,1.05e+05]","2"
"28","M","26-35","4","C","3","0","(1.39e+03,1.05e+05]","1"
"64","M","36-45","17","B","1","0","(1.39e+03,1.05e+05]","2"
"30","M","36-45","19","A","0","0","(1.39e+03,1.05e+05]","2"
"478","F","36-45","5","A","4+","0","(1.39e+03,1.05e+05]","3"
"11","M","18-25","2","C","3","0","(651,756]","1"
"717","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","3"
"83","M","0-17","19","C","0","0","(1.39e+03,1.05e+05]","2"
"32","F","26-35","4","A","3","0","(1.39e+03,1.05e+05]","2"
"18","F","18-25","4","A","2","0","(1.18e+03,1.28e+03]","1"
"169","F","36-45","20","B","3","1","(1.39e+03,1.05e+05]","3"
"40","M","26-35","4","B","0","1","(1.39e+03,1.05e+05]","2"
"45","M","26-35","7","C","3","0","(1.39e+03,1.05e+05]","2"
"130","M","46-50","2","C","3","0","(1.39e+03,1.05e+05]","2"
"43","M","26-35","0","A","2","1","(1.39e+03,1.05e+05]","2"
"216","M","26-35","12","B","2","0","(1.39e+03,1.05e+05]","3"
"85","M","18-25","17","C","2","0","(1.39e+03,1.05e+05]","2"
"11","M","26-35","2","A","1","1","(1.07e+03,1.18e+03]","1"
"71","M","51-55","1","C","2","0","(1.39e+03,1.05e+05]","2"
"39","M","26-35","17","B","2","1","(1.39e+03,1.05e+05]","2"
"23","F","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","1"
"13","F","26-35","4","C","3","0","(1.28e+03,1.39e+03]","1"
"204","F","18-25","2","B","1","0","(1.39e+03,1.05e+05]","3"
"39","M","26-35","12","A","2","1","(1.39e+03,1.05e+05]","2"
"230","M","26-35","2","B","1","1","(1.39e+03,1.05e+05]","3"
"210","M","18-25","2","A","4+","0","(1.39e+03,1.05e+05]","3"
"13","M","51-55","17","C","1","1","(1.28e+03,1.39e+03]","1"
"118","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"17","M","26-35","12","C","3","0","(1.39e+03,1.05e+05]","1"
"63","M","36-45","11","C","4+","0","(1.39e+03,1.05e+05]","2"
"363","F","36-45","20","B","3","0","(1.39e+03,1.05e+05]","3"
"80","M","26-35","0","B","2","1","(1.39e+03,1.05e+05]","2"
"31","F","18-25","4","B","0","0","(1.39e+03,1.05e+05]","1"
"57","F","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"116","F","26-35","0","B","1","0","(1.39e+03,1.05e+05]","2"
"72","F","26-35","15","B","1","0","(1.39e+03,1.05e+05]","2"
"21","M","26-35","0","A","0","1","(1.39e+03,1.05e+05]","1"
"189","M","36-45","12","B","1","1","(1.39e+03,1.05e+05]","3"
"67","F","51-55","1","C","1","1","(1.39e+03,1.05e+05]","2"
"72","M","36-45","12","C","1","0","(1.39e+03,1.05e+05]","2"
"36","F","36-45","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"255","M","36-45","16","A","0","1","(1.39e+03,1.05e+05]","3"
"71","F","26-35","0","A","1","1","(1.39e+03,1.05e+05]","2"
"33","M","18-25","14","B","1","0","(1.39e+03,1.05e+05]","2"
"26","M","26-35","17","B","2","0","(1.39e+03,1.05e+05]","2"
"37","M","18-25","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"40","F","36-45","14","B","0","1","(1.39e+03,1.05e+05]","2"
"87","M","26-35","4","B","1","0","(1.39e+03,1.05e+05]","2"
"53","M","26-35","20","C","1","1","(1.39e+03,1.05e+05]","2"
"16","M","18-25","2","C","2","0","(1.39e+03,1.05e+05]","1"
"100","M","36-45","14","C","3","0","(1.39e+03,1.05e+05]","2"
"18","M","26-35","12","B","1","0","(1.39e+03,1.05e+05]","1"
"31","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"25","M","26-35","7","C","0","0","(1.39e+03,1.05e+05]","1"
"37","M","36-45","17","B","0","0","(1.39e+03,1.05e+05]","2"
"18","M","18-25","4","A","0","0","(1.39e+03,1.05e+05]","1"
"23","M","51-55","17","C","4+","1","(1.39e+03,1.05e+05]","1"
"347","M","36-45","3","A","2","0","(1.39e+03,1.05e+05]","3"
"20","F","18-25","4","A","3","1","(1.39e+03,1.05e+05]","1"
"28","M","26-35","17","B","3","0","(1.39e+03,1.05e+05]","2"
"8","F","36-45","4","A","2","0","(756,861]","1"
"108","F","26-35","4","A","2","0","(1.39e+03,1.05e+05]","2"
"305","M","26-35","0","A","1","0","(1.39e+03,1.05e+05]","3"
"100","F","18-25","0","A","2","0","(1.39e+03,1.05e+05]","2"
"91","M","26-35","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"28","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"19","M","26-35","4","A","4+","0","(1.39e+03,1.05e+05]","1"
"88","M","26-35","4","A","3","1","(1.39e+03,1.05e+05]","2"
"29","F","18-25","4","B","1","0","(1.39e+03,1.05e+05]","1"
"60","M","18-25","4","A","0","0","(1.39e+03,1.05e+05]","2"
"58","M","36-45","11","C","1","1","(1.39e+03,1.05e+05]","2"
"10","F","18-25","4","A","1","0","(756,861]","1"
"95","M","36-45","20","C","1","0","(1.39e+03,1.05e+05]","2"
"24","M","36-45","2","B","1","0","(1.39e+03,1.05e+05]","1"
"68","M","46-50","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"19","M","46-50","6","C","4+","1","(1.39e+03,1.05e+05]","1"
"10","M","26-35","4","C","0","0","(1.18e+03,1.28e+03]","1"
"30","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"12","M","26-35","4","A","2","1","(1.18e+03,1.28e+03]","1"
"96","M","18-25","4","A","2","1","(1.39e+03,1.05e+05]","2"
"390","M","26-35","4","A","2","1","(1.39e+03,1.05e+05]","3"
"23","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","1"
"37","F","18-25","6","A","1","0","(1.39e+03,1.05e+05]","1"
"52","M","36-45","12","A","1","1","(1.39e+03,1.05e+05]","2"
"142","M","36-45","12","B","1","1","(1.39e+03,1.05e+05]","2"
"29","M","51-55","1","A","1","1","(1.39e+03,1.05e+05]","1"
"27","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","1"
"46","M","18-25","19","C","1","1","(1.39e+03,1.05e+05]","2"
"215","M","36-45","5","A","1","1","(1.39e+03,1.05e+05]","3"
"198","M","26-35","15","A","4+","0","(1.39e+03,1.05e+05]","3"
"266","M","18-25","0","B","1","0","(1.39e+03,1.05e+05]","3"
"80","F","36-45","16","C","2","0","(1.39e+03,1.05e+05]","2"
"30","F","26-35","1","C","0","1","(1.39e+03,1.05e+05]","1"
"81","M","26-35","7","C","2","0","(1.39e+03,1.05e+05]","2"
"61","M","26-35","4","A","1","0","(1.39e+03,1.05e+05]","2"
"171","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","3"
"79","M","46-50","11","B","0","0","(1.39e+03,1.05e+05]","2"
"47","M","18-25","15","B","3","0","(1.39e+03,1.05e+05]","2"
"61","F","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"61","M","26-35","17","A","1","0","(1.39e+03,1.05e+05]","2"
"25","M","18-25","4","B","4+","1","(1.39e+03,1.05e+05]","2"
"149","M","36-45","0","C","1","1","(1.39e+03,1.05e+05]","2"
"18","M","18-25","4","B","1","1","(1.39e+03,1.05e+05]","1"
"14","F","36-45","3","A","3","1","(1.39e+03,1.05e+05]","1"
"56","M","26-35","12","A","0","0","(1.39e+03,1.05e+05]","2"
"55","M","26-35","1","B","1","0","(1.39e+03,1.05e+05]","2"
"173","M","26-35","12","C","1","1","(1.39e+03,1.05e+05]","2"
"249","M","46-50","17","B","2","1","(1.39e+03,1.05e+05]","3"
"101","M","36-45","7","B","4+","1","(1.39e+03,1.05e+05]","2"
"19","M","55+","6","C","0","1","(1.39e+03,1.05e+05]","1"
"18","M","18-25","12","A","1","0","(1.39e+03,1.05e+05]","1"
"197","F","36-45","9","B","1","0","(1.39e+03,1.05e+05]","2"
"345","M","36-45","0","B","0","0","(1.39e+03,1.05e+05]","3"
"17","M","51-55","12","A","0","1","(1.39e+03,1.05e+05]","1"
"97","F","36-45","7","B","0","0","(1.39e+03,1.05e+05]","2"
"14","F","46-50","15","C","1","1","(1.07e+03,1.18e+03]","1"
"77","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"31","F","26-35","7","C","4+","1","(1.39e+03,1.05e+05]","1"
"125","M","36-45","17","A","4+","0","(1.39e+03,1.05e+05]","3"
"83","F","36-45","0","C","1","0","(1.39e+03,1.05e+05]","2"
"195","F","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"14","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","1"
"65","M","0-17","10","C","3","0","(1.39e+03,1.05e+05]","2"
"450","M","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","3"
"11","M","36-45","1","A","4+","0","(966,1.07e+03]","1"
"289","M","18-25","4","A","3","0","(1.39e+03,1.05e+05]","3"
"568","M","26-35","0","A","1","1","(1.39e+03,1.05e+05]","3"
"64","M","18-25","4","C","3","0","(1.39e+03,1.05e+05]","2"
"12","F","18-25","1","C","1","0","(1.18e+03,1.28e+03]","1"
"47","F","26-35","7","C","2","1","(1.39e+03,1.05e+05]","2"
"76","M","55+","13","C","1","0","(1.39e+03,1.05e+05]","2"
"36","F","26-35","2","A","2","0","(1.39e+03,1.05e+05]","2"
"66","F","36-45","2","A","1","1","(1.39e+03,1.05e+05]","2"
"38","F","51-55","3","C","0","1","(1.39e+03,1.05e+05]","2"
"16","M","26-35","8","C","0","0","(1.39e+03,1.05e+05]","1"
"56","M","26-35","4","A","1","0","(1.39e+03,1.05e+05]","2"
"36","M","55+","1","C","3","0","(1.39e+03,1.05e+05]","1"
"17","M","18-25","2","B","4+","0","(966,1.07e+03]","1"
"158","M","36-45","16","C","1","1","(1.39e+03,1.05e+05]","3"
"86","M","46-50","1","B","2","1","(1.39e+03,1.05e+05]","2"
"36","M","0-17","4","C","0","0","(1.39e+03,1.05e+05]","1"
"44","F","26-35","4","A","3","0","(1.39e+03,1.05e+05]","2"
"41","M","18-25","2","C","3","1","(1.39e+03,1.05e+05]","2"
"44","F","51-55","0","C","0","1","(1.39e+03,1.05e+05]","2"
"41","M","36-45","12","B","1","0","(1.39e+03,1.05e+05]","2"
"236","M","18-25","17","B","0","0","(1.39e+03,1.05e+05]","3"
"45","M","36-45","12","B","0","1","(1.39e+03,1.05e+05]","2"
"87","F","26-35","3","B","2","1","(1.39e+03,1.05e+05]","2"
"298","M","18-25","4","B","1","1","(1.39e+03,1.05e+05]","3"
"157","F","26-35","3","C","1","1","(1.39e+03,1.05e+05]","3"
"143","M","26-35","18","C","1","1","(1.39e+03,1.05e+05]","3"
"87","F","26-35","12","B","1","0","(1.39e+03,1.05e+05]","2"
"83","M","18-25","12","C","0","0","(1.39e+03,1.05e+05]","2"
"24","M","36-45","0","C","0","1","(1.39e+03,1.05e+05]","1"
"20","F","36-45","1","C","3","1","(1.39e+03,1.05e+05]","1"
"21","M","46-50","2","C","0","1","(1.39e+03,1.05e+05]","1"
"34","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"35","M","18-25","4","C","3","0","(1.39e+03,1.05e+05]","2"
"30","M","36-45","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"158","F","18-25","4","A","2","0","(1.39e+03,1.05e+05]","2"
"55","M","18-25","4","A","2","0","(1.39e+03,1.05e+05]","2"
"486","F","26-35","0","A","1","0","(1.39e+03,1.05e+05]","3"
"9","F","36-45","9","C","2","1","(546,651]","1"
"116","M","18-25","4","C","3","1","(1.39e+03,1.05e+05]","2"
"26","F","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","1"
"18","M","26-35","1","A","2","0","(1.28e+03,1.39e+03]","1"
"120","M","51-55","1","B","4+","1","(1.39e+03,1.05e+05]","2"
"29","M","26-35","0","B","2","0","(1.39e+03,1.05e+05]","2"
"72","M","26-35","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"156","F","26-35","11","C","2","1","(1.39e+03,1.05e+05]","2"
"42","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"16","F","36-45","1","C","1","0","(1.39e+03,1.05e+05]","1"
"51","F","26-35","1","A","2","1","(1.39e+03,1.05e+05]","2"
"311","M","26-35","20","A","4+","1","(1.39e+03,1.05e+05]","3"
"196","M","26-35","7","B","1","1","(1.39e+03,1.05e+05]","3"
"208","F","36-45","6","B","1","0","(1.39e+03,1.05e+05]","3"
"63","F","51-55","0","C","0","0","(1.39e+03,1.05e+05]","2"
"42","M","26-35","16","B","1","1","(1.39e+03,1.05e+05]","2"
"57","M","26-35","4","C","1","0","(1.39e+03,1.05e+05]","2"
"68","M","18-25","12","A","1","1","(1.39e+03,1.05e+05]","2"
"173","F","0-17","1","B","0","0","(1.39e+03,1.05e+05]","3"
"22","F","26-35","4","C","4+","0","(1.39e+03,1.05e+05]","1"
"33","M","46-50","16","C","4+","1","(1.39e+03,1.05e+05]","2"
"41","M","26-35","2","C","4+","0","(1.39e+03,1.05e+05]","2"
"37","F","26-35","0","C","1","1","(1.39e+03,1.05e+05]","2"
"29","M","36-45","15","C","2","0","(1.39e+03,1.05e+05]","2"
"97","F","46-50","20","C","2","1","(1.39e+03,1.05e+05]","2"
"21","M","36-45","0","A","1","0","(1.39e+03,1.05e+05]","1"
"92","F","26-35","3","B","1","1","(1.39e+03,1.05e+05]","2"
"115","F","46-50","3","C","1","1","(1.39e+03,1.05e+05]","2"
"39","F","26-35","5","B","4+","0","(1.39e+03,1.05e+05]","2"
"55","M","26-35","4","A","1","1","(1.39e+03,1.05e+05]","2"
"85","M","26-35","17","C","3","1","(1.39e+03,1.05e+05]","2"
"30","F","26-35","6","B","3","0","(1.39e+03,1.05e+05]","1"
"147","M","18-25","15","C","0","0","(1.39e+03,1.05e+05]","3"
"21","M","26-35","12","C","3","1","(1.39e+03,1.05e+05]","1"
"23","M","26-35","20","C","4+","1","(1.39e+03,1.05e+05]","1"
"22","M","18-25","17","C","3","0","(1.39e+03,1.05e+05]","1"
"70","M","36-45","12","C","4+","1","(1.39e+03,1.05e+05]","2"
"46","M","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"286","M","51-55","6","B","1","1","(1.39e+03,1.05e+05]","3"
"34","F","26-35","11","B","4+","0","(1.39e+03,1.05e+05]","2"
"176","M","26-35","0","B","3","1","(1.39e+03,1.05e+05]","3"
"71","M","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","2"
"113","M","18-25","12","A","3","0","(1.39e+03,1.05e+05]","2"
"25","M","26-35","10","B","2","0","(1.39e+03,1.05e+05]","1"
"51","M","18-25","5","C","2","1","(1.39e+03,1.05e+05]","2"
"26","M","36-45","17","C","4+","1","(1.39e+03,1.05e+05]","1"
"47","M","26-35","12","C","4+","0","(1.39e+03,1.05e+05]","2"
"19","M","36-45","0","C","4+","1","(1.39e+03,1.05e+05]","1"
"306","M","26-35","0","B","1","0","(1.39e+03,1.05e+05]","3"
"62","M","46-50","1","C","4+","1","(1.39e+03,1.05e+05]","2"
"21","M","18-25","4","B","3","1","(1.39e+03,1.05e+05]","1"
"158","M","26-35","2","B","3","0","(1.39e+03,1.05e+05]","3"
"12","F","26-35","7","C","3","1","(1.18e+03,1.28e+03]","1"
"96","M","26-35","2","B","3","0","(1.39e+03,1.05e+05]","2"
"16","M","26-35","12","C","0","0","(1.18e+03,1.28e+03]","1"
"190","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","3"
"48","M","26-35","2","B","0","1","(1.39e+03,1.05e+05]","2"
"21","F","26-35","0","B","2","1","(1.39e+03,1.05e+05]","1"
"179","M","18-25","2","B","3","0","(1.39e+03,1.05e+05]","3"
"261","M","26-35","7","B","2","0","(1.39e+03,1.05e+05]","3"
"41","M","26-35","7","C","1","0","(1.39e+03,1.05e+05]","2"
"42","F","26-35","2","C","1","1","(1.39e+03,1.05e+05]","2"
"14","M","36-45","7","C","3","0","(1.39e+03,1.05e+05]","1"
"11","M","18-25","4","C","1","0","(861,966]","1"
"58","M","18-25","4","A","1","1","(1.39e+03,1.05e+05]","2"
"65","M","26-35","15","A","4+","0","(1.39e+03,1.05e+05]","2"
"20","F","26-35","4","C","1","1","(1.39e+03,1.05e+05]","1"
"114","M","36-45","17","C","2","1","(1.39e+03,1.05e+05]","2"
"201","F","26-35","4","C","1","0","(1.39e+03,1.05e+05]","3"
"30","M","26-35","14","C","3","1","(1.39e+03,1.05e+05]","2"
"57","M","26-35","20","B","0","0","(1.39e+03,1.05e+05]","2"
"126","F","51-55","16","C","1","1","(1.39e+03,1.05e+05]","2"
"18","F","26-35","7","C","1","0","(1.39e+03,1.05e+05]","1"
"74","M","18-25","4","A","2","0","(1.39e+03,1.05e+05]","2"
"34","M","26-35","0","C","2","0","(1.39e+03,1.05e+05]","1"
"130","M","26-35","14","C","0","0","(1.39e+03,1.05e+05]","2"
"64","M","18-25","20","C","3","0","(1.39e+03,1.05e+05]","2"
"20","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","1"
"40","F","26-35","3","C","4+","1","(1.39e+03,1.05e+05]","2"
"86","F","26-35","0","C","1","0","(1.39e+03,1.05e+05]","2"
"20","M","18-25","4","A","3","0","(1.39e+03,1.05e+05]","1"
"25","F","26-35","4","B","2","0","(1.39e+03,1.05e+05]","1"
"114","F","26-35","4","A","0","0","(1.39e+03,1.05e+05]","2"
"49","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","2"
"33","M","36-45","7","C","3","0","(1.39e+03,1.05e+05]","2"
"95","M","26-35","12","C","2","0","(1.39e+03,1.05e+05]","2"
"175","M","26-35","15","B","1","0","(1.39e+03,1.05e+05]","3"
"146","F","26-35","15","B","1","0","(1.39e+03,1.05e+05]","2"
"18","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","1"
"39","M","26-35","7","A","2","0","(1.39e+03,1.05e+05]","2"
"13","M","18-25","12","B","2","0","(861,966]","1"
"17","M","36-45","7","A","0","1","(1.39e+03,1.05e+05]","1"
"20","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","1"
"133","M","26-35","2","C","3","0","(1.39e+03,1.05e+05]","3"
"19","F","36-45","5","C","4+","1","(1.39e+03,1.05e+05]","1"
"70","M","51-55","0","C","2","0","(1.39e+03,1.05e+05]","2"
"42","M","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"71","F","51-55","3","B","1","1","(1.39e+03,1.05e+05]","2"
"55","M","18-25","12","A","0","0","(1.39e+03,1.05e+05]","2"
"51","M","26-35","12","C","1","1","(1.39e+03,1.05e+05]","2"
"53","F","18-25","14","C","3","1","(1.39e+03,1.05e+05]","2"
"50","M","36-45","16","A","1","0","(1.39e+03,1.05e+05]","2"
"12","M","26-35","17","C","4+","1","(1.18e+03,1.28e+03]","1"
"34","F","26-35","6","C","3","0","(1.39e+03,1.05e+05]","2"
"126","F","36-45","5","A","4+","0","(1.39e+03,1.05e+05]","2"
"280","M","26-35","14","B","1","0","(1.39e+03,1.05e+05]","3"
"12","M","26-35","12","C","4+","0","(1.39e+03,1.05e+05]","1"
"338","M","26-35","12","A","2","1","(1.39e+03,1.05e+05]","3"
"64","M","51-55","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"55","F","26-35","18","C","2","1","(1.39e+03,1.05e+05]","2"
"45","M","18-25","7","C","2","1","(1.39e+03,1.05e+05]","2"
"16","M","51-55","1","A","3","0","(1.39e+03,1.05e+05]","1"
"12","M","36-45","12","C","3","0","(1.39e+03,1.05e+05]","1"
"15","M","55+","13","A","4+","1","(1.39e+03,1.05e+05]","1"
"268","M","26-35","16","A","1","0","(1.39e+03,1.05e+05]","3"
"23","M","0-17","17","C","2","0","(1.39e+03,1.05e+05]","1"
"239","M","26-35","12","B","4+","0","(1.39e+03,1.05e+05]","3"
"92","M","18-25","4","C","1","1","(1.39e+03,1.05e+05]","2"
"98","M","26-35","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"19","M","26-35","15","C","2","0","(1.39e+03,1.05e+05]","1"
"108","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","2"
"154","F","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","2"
"82","F","18-25","14","A","4+","0","(1.39e+03,1.05e+05]","2"
"50","M","26-35","12","A","1","0","(1.39e+03,1.05e+05]","2"
"64","M","18-25","0","B","2","0","(1.39e+03,1.05e+05]","2"
"89","F","26-35","1","B","4+","0","(1.39e+03,1.05e+05]","2"
"242","M","46-50","7","B","0","1","(1.39e+03,1.05e+05]","3"
"66","F","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"80","M","36-45","0","C","1","0","(1.39e+03,1.05e+05]","2"
"29","M","46-50","16","B","3","1","(1.39e+03,1.05e+05]","1"
"176","F","36-45","16","B","1","0","(1.39e+03,1.05e+05]","3"
"62","M","18-25","20","C","2","0","(1.39e+03,1.05e+05]","2"
"63","M","36-45","7","A","0","0","(1.39e+03,1.05e+05]","2"
"231","M","26-35","14","B","4+","0","(1.39e+03,1.05e+05]","3"
"136","M","26-35","0","C","3","0","(1.39e+03,1.05e+05]","2"
"46","M","51-55","16","B","4+","0","(1.39e+03,1.05e+05]","2"
"15","F","26-35","17","A","1","0","(966,1.07e+03]","1"
"74","F","26-35","1","C","3","0","(1.39e+03,1.05e+05]","2"
"18","F","55+","7","A","2","0","(1.39e+03,1.05e+05]","1"
"18","F","51-55","13","B","2","1","(1.39e+03,1.05e+05]","1"
"166","M","36-45","1","B","1","0","(1.39e+03,1.05e+05]","2"
"201","F","36-45","0","A","0","0","(1.39e+03,1.05e+05]","3"
"34","M","55+","6","C","4+","1","(1.39e+03,1.05e+05]","1"
"77","F","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"31","M","36-45","7","B","0","1","(1.39e+03,1.05e+05]","2"
"23","M","26-35","0","C","0","0","(1.39e+03,1.05e+05]","2"
"12","M","36-45","7","C","4+","1","(1.39e+03,1.05e+05]","1"
"32","M","26-35","20","A","1","1","(1.39e+03,1.05e+05]","2"
"622","F","26-35","14","A","3","1","(1.39e+03,1.05e+05]","3"
"15","M","18-25","0","C","1","0","(1.28e+03,1.39e+03]","1"
"70","M","36-45","4","A","1","1","(1.39e+03,1.05e+05]","2"
"212","F","26-35","14","A","2","0","(1.39e+03,1.05e+05]","3"
"104","F","55+","1","B","3","0","(1.39e+03,1.05e+05]","2"
"83","M","36-45","16","A","0","0","(1.39e+03,1.05e+05]","2"
"85","M","26-35","7","A","1","1","(1.39e+03,1.05e+05]","2"
"40","M","36-45","12","C","4+","0","(1.39e+03,1.05e+05]","1"
"83","M","51-55","2","A","4+","0","(1.39e+03,1.05e+05]","2"
"9","F","0-17","0","B","1","0","(861,966]","1"
"21","M","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","1"
"48","M","36-45","7","C","2","1","(1.39e+03,1.05e+05]","2"
"17","M","36-45","7","C","1","1","(1.39e+03,1.05e+05]","1"
"45","F","26-35","12","C","3","0","(1.39e+03,1.05e+05]","2"
"83","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"27","F","51-55","0","C","0","1","(1.39e+03,1.05e+05]","1"
"111","M","51-55","13","C","4+","1","(1.39e+03,1.05e+05]","2"
"130","M","26-35","12","B","1","1","(1.39e+03,1.05e+05]","2"
"13","F","18-25","4","C","2","0","(1.28e+03,1.39e+03]","1"
"45","M","18-25","2","C","0","1","(1.39e+03,1.05e+05]","2"
"121","F","36-45","1","B","1","1","(1.39e+03,1.05e+05]","2"
"14","M","36-45","15","B","4+","0","(1.39e+03,1.05e+05]","1"
"56","F","26-35","7","B","3","0","(1.39e+03,1.05e+05]","2"
"28","F","26-35","4","C","2","0","(1.39e+03,1.05e+05]","1"
"76","M","26-35","4","B","2","1","(1.39e+03,1.05e+05]","2"
"31","M","36-45","17","C","3","0","(1.39e+03,1.05e+05]","2"
"17","M","51-55","0","C","2","1","(1.18e+03,1.28e+03]","1"
"92","F","36-45","4","B","3","0","(1.39e+03,1.05e+05]","2"
"14","F","36-45","6","C","1","1","(861,966]","1"
"21","F","26-35","15","C","1","1","(1.39e+03,1.05e+05]","1"
"32","M","26-35","15","C","1","1","(1.39e+03,1.05e+05]","2"
"47","M","26-35","14","C","1","0","(1.39e+03,1.05e+05]","2"
"27","M","46-50","6","C","1","1","(1.39e+03,1.05e+05]","1"
"219","F","18-25","4","A","2","0","(1.39e+03,1.05e+05]","3"
"120","M","26-35","4","C","2","1","(1.39e+03,1.05e+05]","2"
"290","M","46-50","20","B","1","1","(1.39e+03,1.05e+05]","3"
"54","M","26-35","14","B","2","1","(1.39e+03,1.05e+05]","2"
"66","M","51-55","11","A","4+","0","(1.39e+03,1.05e+05]","2"
"12","F","26-35","1","C","0","1","(651,756]","1"
"285","M","26-35","15","A","1","0","(1.39e+03,1.05e+05]","3"
"96","F","26-35","4","A","0","0","(1.39e+03,1.05e+05]","2"
"60","M","26-35","4","A","2","0","(1.39e+03,1.05e+05]","2"
"38","M","26-35","12","C","1","0","(1.39e+03,1.05e+05]","2"
"53","F","18-25","20","C","4+","0","(1.39e+03,1.05e+05]","2"
"68","M","18-25","11","C","3","1","(1.39e+03,1.05e+05]","2"
"458","M","36-45","0","B","1","0","(1.39e+03,1.05e+05]","3"
